0,to regulate the importation of tobacco into the said realm of prohi iting the importatin of tobacco w hut licece of h caused divers great qantitie of tobacco to bee imported to his and fraughted divers ships with tobacco which he mported to hi gotten the whole trade of tobacco into his own hands he assure the said monopoly of tobacco he the said earl on in whose custody the unsealed tobacco should bee found to bee of the seal of unwholesome tobacco but it was truly to the imposed formerly taken on tobacco from six pence the pound as for instance that of tobacco wherein thousands of poor people make money or barter for tobacco to the imbasement of our sole exemption and uttering of tobacco which is bought at very sole emption and uttering of tobacco which is bought at every tiple eat drink or take tobacco in their houses upon any exchequer in ireland and bought tobacco therewith and converted the same 
0,tiroedd na thafarndai a mug tobacco in yfed y darn arall yscubo ffwrn neu i gymmeryd tobacco ac a fynnwch i mi 
0,fair promises to carry butter tobacco and cheese to the town throwing pieces of cheese and tobacco to them and they again letters a good quantity of tobacco and some bottles of oil a hundred and fifteen florens tobacco for a hundred florens the so dear that as much tobacco as in other places might pound sterling twelve hundred florens tobacco being the only remedy they 
0,and epicurize and and take tobacco yea he doth eftsoones open 
0,wine or burndwine selling of tobacco and the like being a wine or burndwine selling of tobacco the like upon pain of 
0,customs and impositions on aquivita tobacco commissioners agreed upon by the 
0,company brewers and bakers and tobacco takers room for company freemasons 
0,had and i gave them tobacco and aqua vitae after i gave them meat drink and tobacco the woman or reputed queen pound a week in wine tobacco and whores and for the they were at sea his tobacco being spent he gave usually worth shillings for so much tobacco as was not worth half 
0,no inholder ale-house keeper cooke tobacco seller nor other victualler or 
0,and epicurize and and take tobacco yea he doth eftsoones open 
0,upon their beads and taking tobacco as if that hanging were 
0,almost dinner time then to tobacco then to dinner somewhere then supper then to gaming or tobacco again till midnight or other 
0,acres of chaise ground for tobacco and two men that the pence the pound on the tobacco and left me alone to aboue laid there upon the tobacco which shall return the occupiers the imposition laid on their tobacco for the year wherein finding could not doe because the tobacco harvest was past before their that was laid upon their tobacco for the year i am order did levy weight of tobacco to make up the tobacco tobacco to make up the tobacco which was made that year aboue laid there upon the tobacco which shall return the occupiers 
0,and disordered permitting them wine tobacco excessive strong drink gaming and not suffer the taking of tobacco by the dissolute sort of any prisoner there that no tobacco nor tobacco-pipes candles or other other things to fire their tobacco be brought to them fiftly 
0.012987012987012988,the said art of making tobacco pipes is easily learned sundry 
