0,hidden in a pot of gold in the arc that is 
0,to convert the same into gold but are found at length to cheat with it for gold to the great grief of him laboring in our common gold whence he studied to extract which is most like to gold it is also that of might draw the form of gold with which all imperfect metals imperfect metals are turned into gold in as much as they the earth lullius of which gold and silver are made under them we could easily make gold and silver with the propriety suns and other moons other gold and silver to these are clangor buccinae page the philosophers gold and dunstan silver are two all philosophers whatsoever understood green gold multiplicable spermatick and not yet clangor buccinae which will be gold and which by the mediation eximedes is the matter of gold containing in it self the sulphur lullius which is called gold is decocted is that in upon a heated plate of gold or silver it will all that is it opens the gold and brings forth a soul mercury venture p dissolve the gold and silver in vogel water powerful then elementary fire dissolving gold without violence which fire cannot is water and nevertheless of gold it makes mere spirit which it is water nevertheless of gold it makes mere spirit which on a heated plate of gold or silver it will all white foliated earth in which gold is to be sown arrest foresaid sulphurs that is of gold and silver together and prepare with every element which is gold give it the fourth part pa as the ferment of gold is tauladanus gold of silver ferment of gold is tauladanus gold of silver is silver so change by the action of gold or silver rightly disposed to let thy powder be of gold prepared most citrine and there half of most pure prepared gold and let the powder be citrine above the citrinity of gold and then the red overcomes an imperfect compound body of gold and silver according to morienus no other thing then immature gold and silver and so they without all help of vulgar gold and silver which words doe cannot be made without vulgar gold and silver again others affirm again others affirm that vulgar gold and silver is nothing useful philosophers did not use vulgar gold and silver in this work not be performed without vulgar gold and silver he thus taught should take heed for although gold and silver may be stabilised not in them for their gold and silver are two chief replays green lion or their gold not gold unless in possibility lion or their gold not gold unless in possibility while as clearly manifest that neither vulgar gold nor silver ought to be not as they are vulgar gold and silver but being so reduce them again to vulgar gold and silver after the manner that knows so to destroy gold that it be no more that it be no more gold has attained the greatest secret that why and when vulgar gold and silver are not necessary whiteness and redness without vulgar gold or silver yet the elixir cannot be made without vulgar gold or silver altered and prepared not therefore it tincts not gold because the hidden spirit thereof parts of fused or powered gold and it makes it frangible turns it into the best gold and likewise if thou work quamvis abstruse recedant longius in gold the seeds of gold do in gold the seeds of gold do lie though buried in and mercury and sol for gold let none therefore be deceived to extract tincture out of gold for they believe that tincture by nature more perfect then gold the perfection whereof proceeds from artists offer violence to the gold or aqua fortis rather corroding they lay in wait for gold they demand bright ushering sol elements are fixed the philosophical gold is sown the water is clear call' the water of gold and silver but this mercury silver and the brooks of gold from thence gold and silver brooks of gold from thence gold and silver and all the precious gems and the purest gold philosophers extract this their stone whererein philosophers doe sow their gold the third is orange colour 
0,therefore consider first whether our gold and silver be not decreased is out of doubt our gold is gone to travail without and having turned them into gold have returned without investing any huppy example for ambition devoureth gold and drinks blood and climb must distinguish the monies of gold and silver as they are less proportion of silver and gold than they did before this in every pound tale of gold is ounces weight and grains guess the moneys both of gold and silver formerly coined and pound weight and shillings for gold whereas with us the one th part in all the gold they after shall receive so that if the proportion of gold and silver to each other industry to be mines of gold and silver which we all the late consultation at court gold and silver hath a two desire our silver to buy gold as it hath lately been of the unusual quantity of gold brought lately to the mint above all other countries and gold may be bought too dear is of equal value and gold above with foreign parts in we shall make improvement of gold and silver being the staple-commodities the peoples liberties apples of gold in pictures of silver kings intend chiefly the spanish white gold works which are of most esteem more than treasures of gold and willingly would have puachased 
0,griffons keep great heaps of gold and silver genimian lib cap unless it be rubbed with gold or like the ivy that apparel not with embroidered hair gold pearls or costly array but anciently it was exchanged for gold weight for weight as the the ornaments of silver and gold and precious stones to be in silk and silver and gold seeing the persians therewith clothe soul as a jewel of gold in a swines snout so to be filled full of gold with these words thou hast words thou hast thirsted after gold now take thy fill i have a basin full of gold set before him into which his lame hands turning the gold upside down but it is himself treasuries for silver for gold and for precious stones and for himself yea oftentimes carries gold all day and at night his life time and made gold his confidence at the hour of silver and jewels of gold and raiment contrary to the and thy silver and thy gold is multiplied that then thy and ophir was famous for gold chittim for ivory basan for laid up and hid their gold and jewels they carry an made for twenty talents of gold pliny saith that cicero's eloquence and multiplied her silver and gold which they prepared for baal we were made viz not gold or silver the purest of we were not made of gold or silver the purest of their heads even crowns of gold rev rev on the other 
0.008333333333333333,himself and bringing forth two gold chains giving to each of the protestants some millions of gold and it is not unlikely the kingdom is emptied of gold and silver the emperor commands good money the value of gold and silver rise to ten desire they had of the gold did empty but finding nothing hee saw a piece of gold coin hang about his neck pope did buy with their gold false testimonies of the priests holy books with silk and gold for hee was sumptuous proud having taken off only the gold and the silver commands that their bodies their rings and gold chains and whatsoever was precious away from one part your gold and your temptations from the and the dross from the gold that now it might appear 
0,a wonderful great charge for gold silver silk precious stones incense god five thousand talents of gold and pieces and talents of preparations which hee made of gold brass iron silver and precious own three thousand talents of gold of ophir and seven thousand 
0,n continene but not as gold in a bag or as word is proved most pure gold had need to be fined the gold-smith doth judge of gold by touching it with his which we may buy without gold without money without merchandise and 
0,and the single pistolet of gold is reels quartels being meruedis english and the milres of gold is res just which is 
0,and a crown of pure gold set upon his head seeing 
0,taken my silver and my gold and have carried into your first by name silver and gold and then generally all precious of god their silver and gold and all precious things and of their treasure silver and gold and of all such things taken away our silver and gold and whatsoever jewels we had 
