0,lullius of which gold and silver are made under the earth could easily make gold and silver with the propriety of their other moons other gold and silver to these are dead flamelii the philosophers gold and dunstan silver are two principal tinctures red heated plate of gold or silver it will all fly up p dissolve the gold and silver in vogel water of their heated plate of gold or silver it will all as it therefore labour with it to silver and thou moist quickly begin with it they might make silver clangor bucc pa when the that is of gold and silver together and prepare them by gold is tauladanus gold of silver is silver so the ferment tauladanus gold of silver is silver so the ferment of iron the action of gold or silver rightly disposed to action it whitens them into whiteness of silver then the citrine overcomes the compound body of gold and silver according to morienus that third thing then immature gold and silver and so they doe not help of vulgar gold and silver which words doe seem indeed made without vulgar gold and silver again others affirm that vulgar affirm that vulgar gold and silver is nothing useful in our not use vulgar gold and silver in this work and therefore performed without vulgar gold and silver he thus taught therefore that heed for although gold and silver may be stabilised and mingled them for their gold and silver are two chief tinctures red that neither vulgar gold nor silver ought to be taken for they are vulgar gold and silver but being so altered as again to vulgar gold and silver after the manner of goldsmiths and when vulgar gold and silver are not necessary to the redness without vulgar gold or silver yet the elixir cannot be made without vulgar gold or silver altered and prepared as before without mercury and luna for silver and mercury and sol for the water of gold and silver but this mercury because it fishes fat and shining with silver scales are generated which he brooks those mountains are of silver and the brooks of gold gold from thence gold and silver and all the treasure of 
0,was admirably delivered by that silver trumpet at the bar the first whether our gold and silver be not decreased and then i fear the same of silver for observing the species of the monies of gold and silver as they are bullion and pounds a less proportion of silver and gold than they did account and in tail of silver which is s more and moneys both of gold and silver formerly coined and abroad richer mintage bring but two shillings silver to the pound weight and many a th in the silver and a th part in the proportion of gold and silver to each other be wrought be mines of gold and silver which we all wish and consultation at court gold and silver hath a two fold estimation if then we desire our silver to buy gold as it and royal of eight that silver here is of equal value make improvement of gold and silver being the staple-commodities of this of gold in pictures of silver kings as kings are never 
0,great heaps of gold and silver genimian lib cap and yet his own penny the best silver and to envy peter james traitor to be fettered with silver bolts or a felon to judged not the ornaments of silver and gold and precious stones was clothed in cloth of silver when he made his oration it out in silk and silver and gold seeing the persians he made himself treasuries for silver for gold and for precious the egyptians of jewels of silver and jewels of gold and and flocks multiply and thy silver and thy gold is multiplied and oil and multiplied her silver and gold which they prepared made viz not gold or silver the purest of metals non not made of gold or silver the purest of metals no 
0.008333333333333333,is emptied of gold and silver the emperor commands that cijpris the value of gold and silver rise to ten times the the traitors fifty pieces of silver and for the betraying of very famous for abundance of silver mines multitudes of citizens and pay an hundred pieces of silver afterwards in the year upon pay an hundred pieces of silver what then should these miserable only the gold and the silver commands that they should bee 
0,taking and stealing of one silver spoon contrary to his majestie's 
0,wonderful great charge for gold silver silk precious stones incense and and pieces and talents of silver talents of brass talents of made of gold brass iron silver and precious stones of divers seven thousand talents of fined silver first it may bee seen 
0,are pure as the psa silver tried in a furnace of 
0,the largest brighest gray or silver colour is best and that 
0,the land or consuming our silver in trifles let none of 
0,for ye have taken my silver and my gold and have away was first by name silver and gold and then generally the people of god their silver and gold and all precious great part of their treasure silver and gold and of all they have taken away our silver and gold and whatsoever jewels 
0,importation of beaten gold and silver is restrained they answer that importation of beaten gold and silver wrought in papers is expressly and such beaten gold and silver as cutlers use in their of the imported gold or silver the same were against the the said foliate gold and silver is made only with the sole making of gold and silver foliate and a proclamation prohibiting the said foliate gold and silver for answer thereunto they say and for a hundred of silver shillings pence at which time three pound the ounce and silver five shillings two pence the pound shillings pence and for silver six shillings the complainants pay s the hundred and for silver not aboue s the hundred the said incorporation the gold silver foliate is more substantial larger of the said gold and silver foliate to one place which the said foliate gold and silver is made more thin and say that the gold and silver foliate made since the said came to buy gold and silver leaf and according to his prices of foliate gold and silver were unknown to his majesties the said foliate gold and silver of the gold-beaters at base of the said gold and silver foliate and the place of shall use foliate gold and silver will make their own provision 
0,ornaments yea wee teach that silver silks and gold were created 
0,several sorts of coin of silver and brass were stamped in in a four-square form the silver pieces of a florin of set upon them of the silver this was the form mean of the daily denier of silver for their spear their pike 
0.01098901098901099,word written making the lords silver dross and mingling his wine 
0,or garnishing of gold or silver lace velvet silk or silk or garnishing of gold or silver lace velvet silk or silk stomacher wrought with any gold silver or silk or with any stomacher wrought with any gold silver or silk or with any 
0,then all the gold and silver in the world well whatsoever 
0,mustard pots than to give silver for them also our three 
0.021052631578947368,the heaps of gold and silver be it never so fine day thou shalt detest all silver and gold and the idols given thee his gold and silver and therewith thou haste served 
0,hath paid not in gold silver or precious stonespeter but with i have neither gold nor silver but that which i have great store of gold and silver plate others desire to have 
0,thou hast tried vs as silver is tried gods children can precious gold not as refuse silver which he rejects but as he rejects but as fine silver which hee hath tried and thou hast tried vs as silver is tried thou hast magnisied 
0,no marrow or sinews as silver cord to be lessened nor 
0,and loving favour is aboue silver and gold but the name lead but brought it to silver gold with dauid appointed the 
0.009433962264150945,render in any competent measure silver and gold have i none their departure with gold and silver and gave them jewels with vs not with gold and silver as peter speaks epist but he had gathered unto him silver and gold and the chief comes to the view as silver no less tried then seven 
0,to him ten shekels of silver double apparel and victualsiudg nothing 
0.007874015748031498,of honesty snowball quinies faulchin silver dove kings mace boxes leg snowball black nan quinies faulchin silver dove kings mace boxes leg clothworkers handle boxes leg kingsmace silver dove snowball barlow to mob handle boxes leg kings mace silver dove snowball house of honesty snowball black nan quinies faulchin silver dove kings mace boxes leg piper black nan quinies faulchin silver dove kings mace huls pump of honesty snowball kings mace silver dove lewer to alhallowes hawes of honesty snowball kings mace silver dove quinies faulchin black nan martins monkey stirrup hodges hart silver dove to harison gate by boxes leg snowball kings mace silver dove tree by hercules swan handle boxes leg kings mace silver dove quinies faulchin black nan kempton bush by piper piper silver dove quinies faulchin black nan snowball boxes leg kings mace silver dove quinies faulchin black nan sawpit sea-griphon sheffe of arrows silver dove sir rowland snowball sunday 
0,desired no mans gold or silver upon which words in the to be like gold or silver or stone graven by art of such as bear a silver cross in their hands are 
0,it is as precious as silver the second as gold the take lumuell of gold of silver of latin of lead of of steel of litargie of silver and gold with a little as aforesaid it will dissolve silver of it self and also of gold and litarge of silver of each one uncle sulphur litarge of lead gold and silver stamp it and put it 
0,nothing given for gold or silver but for sighs and tears buy vs with gold nor silver but with his precious blood which was neither gold nor silver but of the coin of entered very rich in gold silver and cattle but they brought 
0,sell not thy righteousness for silver preferring the merchants amos of than all his gold and silver that where as before he springs and rivers gold and silver pearls and jewels even plenty 
0,strikes and streams like bright silver that it passes the ability 
0,sole making of gold and silver foliat and the proclamation prohibiting parliament viz that gold and silver foliat hath for the most sole making of gold and silver foliat and a proclamation prohibiting and s for so much silver foliat that they did usually lesser and s for the silver foliat the which they bought sufficient quantities of gold and silver foliat imported into this realm 
0,for me aboue all gold silver and precious stones aue maria 
